Year,Storm_Name,Landfall_I,Landfall_ID,HURDAT_Cod,HURDAT_C_1,RMW,RMW*1.5,RMW*2,Month,Day,Time_UTC,Formation_,Formation1,Landfall_Lat,Landfall_Long,Landfall_W,Landfall_P,State,SS_Categor,RMW*2_County Name,State_Name,STATE_ABBR,STATE_FIPS,County_FIPS,FIPS_Code,County_State
1900,Galveston,101,LF1,AL011900,AL011900,15,22.5,30,9,9,200,15,-42.1,29.1,-95.1,120,936,TX,4,Brazoria County,Texas,TX,48,39,48039,Brazoria County Texas
1900,Galveston,101,LF1,AL011900,AL011900,15,22.5,30,9,9,200,15,-42.1,29.1,-95.1,120,936,TX,4,Galveston County,Texas,TX,48,167,48167,Galveston County Texas
1900,Galveston,101,LF1,AL011900,AL011900,15,22.5,30,9,9,200,15,-42.1,29.1,-95.1,120,936,TX,4,Harris County,Texas,TX,48,201,48201,Harris County Texas
1915,Galveston,128,LF1,AL021915,AL021915,25,37.5,50,8,17,700,14.1,-29.6,29.2,-95.1,115,940,TX,4,Brazoria County,Texas,TX,48,39,48039,Brazoria County Texas
1915,Galveston,128,LF1,AL021915,AL021915,25,37.5,50,8,17,700,14.1,-29.6,29.2,-95.1,115,940,TX,4,Chambers County,Texas,TX,48,71,48071,Chambers County Texas
1915,Galveston,128,LF1,AL021915,AL021915,25,37.5,50,8,17,700,14.1,-29.6,29.2,-95.1,115,940,TX,4,Galveston County,Texas,TX,48,167,48167,Galveston County Texas
1915,Galveston,128,LF1,AL021915,AL021915,25,37.5,50,8,17,700,14.1,-29.6,29.2,-95.1,115,940,TX,4,Harris County,Texas,TX,48,201,48201,Harris County Texas
1915,Galveston,128,LF1,AL021915,AL021915,25,37.5,50,8,17,700,14.1,-29.6,29.2,-95.1,115,940,TX,4,Matagorda County,Texas,TX,48,321,48321,Matagorda County Texas
1919,Florida Keys_1,138,LF1,AL021919_1,AL021919,15,22.5,30,9,10,700,17.1,-64.8,24.6,-82.9,130,927,FL,4,Monroe County,Florida,FL,12,87,12087,Monroe County Florida
1919,Florida Keys_2,139,LF2,AL021919_2,AL021919,35,52.5,70,9,14,2100,17.1,-64.8,27.2,-97.3,100,950,TX,3,Aransas County,Texas,TX,48,7,48007,Aransas County Texas
1919,Florida Keys_2,139,LF2,AL021919_2,AL021919,35,52.5,70,9,14,2100,17.1,-64.8,27.2,-97.3,100,950,TX,3,Calhoun County,Texas,TX,48,57,48057,Calhoun County Texas
1919,Florida Keys_2,139,LF2,AL021919_2,AL021919,35,52.5,70,9,14,2100,17.1,-64.8,27.2,-97.3,100,950,TX,3,Cameron County,Texas,TX,48,61,48061,Cameron County Texas
1919,Florida Keys_2,139,LF2,AL021919_2,AL021919,35,52.5,70,9,14,2100,17.1,-64.8,27.2,-97.3,100,950,TX,3,Kenedy County,Texas,TX,48,261,48261,Kenedy County Texas
1919,Florida Keys_2,139,LF2,AL021919_2,AL021919,35,52.5,70,9,14,2100,17.1,-64.8,27.2,-97.3,100,950,TX,3,Kleberg County,Texas,TX,48,273,48273,Kleberg County Texas
1919,Florida Keys_2,139,LF2,AL021919_2,AL021919,35,52.5,70,9,14,2100,17.1,-64.8,27.2,-97.3,100,950,TX,3,Nueces County,Texas,TX,48,355,48355,Nueces County Texas
1919,Florida Keys_2,139,LF2,AL021919_2,AL021919,35,52.5,70,9,14,2100,17.1,-64.8,27.2,-97.3,100,950,TX,3,Refugio County,Texas,TX,48,391,48391,Refugio County Texas
1919,Florida Keys_2,139,LF2,AL021919_2,AL021919,35,52.5,70,9,14,2100,17.1,-64.8,27.2,-97.3,100,950,TX,3,San Patricio County,Texas,TX,48,409,48409,San Patricio County Texas
1919,Florida Keys_2,139,LF2,AL021919_2,AL021919,35,52.5,70,9,14,2100,17.1,-64.8,27.2,-97.3,100,950,TX,3,Willacy County,Texas,TX,48,489,48489,Willacy County Texas
1926,Great Miami_1,148,LF1,AL071926_1,AL071926,20,30,40,9,18,1200,15.4,-46,25.6,-80.3,125,930,FL,4,Broward County,Florida,FL,12,11,12011,Broward County Florida
1926,Great Miami_1,148,LF1,AL071926_1,AL071926,20,30,40,9,18,1200,15.4,-46,25.6,-80.3,125,930,FL,4,Collier County,Florida,FL,12,21,12021,Collier County Florida
1926,Great Miami_1,148,LF1,AL071926_1,AL071926,20,30,40,9,18,1200,15.4,-46,25.6,-80.3,125,930,FL,4,Miami-Dade County,Florida,FL,12,86,12086,Miami-Dade County Florida
1926,Great Miami_1,148,LF1,AL071926_1,AL071926,20,30,40,9,18,1200,15.4,-46,25.6,-80.3,125,930,FL,4,Monroe County,Florida,FL,12,87,12087,Monroe County Florida
1926,Great Miami_2,149,LF2,AL071926_2,AL071926,15,22.5,30,9,20,2200,15.4,-46,30.3,-87.5,100,955,FL,3,Baldwin County,Alabama,AL,1,3,1003,Baldwin County Alabama
1926,Great Miami_2,149,LF2,AL071926_2,AL071926,15,22.5,30,9,20,2200,15.4,-46,30.3,-87.5,100,955,FL,3,Escambia County,Florida,FL,12,33,12033,Escambia County Florida
1926,Great Miami_2,149,LF2,AL071926_2,AL071926,15,22.5,30,9,20,2200,15.4,-46,30.3,-87.5,100,955,FL,3,Santa Rosa County,Florida,FL,12,113,12113,Santa Rosa County Florida
1928,Lake Okeechobee,151,LF1,AL041928,AL041928,30,45,60,9,17,0,14,-20,26.7,-80,125,929,FL,4,Broward County,Florida,FL,12,11,12011,Broward County Florida
1928,Lake Okeechobee,151,LF1,AL041928,AL041928,30,45,60,9,17,0,14,-20,26.7,-80,125,929,FL,4,Martin County,Florida,FL,12,85,12085,Martin County Florida
1928,Lake Okeechobee,151,LF1,AL041928,AL041928,30,45,60,9,17,0,14,-20,26.7,-80,125,929,FL,4,Miami-Dade County,Florida,FL,12,86,12086,Miami-Dade County Florida
1928,Lake Okeechobee,151,LF1,AL041928,AL041928,30,45,60,9,17,0,14,-20,26.7,-80,125,929,FL,4,Palm Beach County,Florida,FL,12,99,12099,Palm Beach County Florida
1928,Lake Okeechobee,151,LF1,AL041928,AL041928,30,45,60,9,17,0,14,-20,26.7,-80,125,929,FL,4,St. Lucie County,Florida,FL,12,111,12111,St Lucie County Florida
1932,Freeport,156,LF1,AL021932,AL021932,10,15,20,8,14,400,22,-90.3,29,-95.2,130,935,TX,4,Brazoria County,Texas,TX,48,39,48039,Brazoria County Texas
1932,Freeport,156,LF1,AL021932,AL021932,10,15,20,8,14,400,22,-90.3,29,-95.2,130,935,TX,4,Galveston County,Texas,TX,48,167,48167,Galveston County Texas
1933,Chesapeake-Potomac,159,LF1,AL061933,AL061933,40,60,80,8,23,1000,12.5,-22.9,35.8,-75.6,80,963,NC,1,Beaufort County,North Carolina,NC,37,13,37013,Beaufort County North Carolina
1933,Chesapeake-Potomac,159,LF1,AL061933,AL061933,40,60,80,8,23,1000,12.5,-22.9,35.8,-75.6,80,963,NC,1,Bertie County,North Carolina,NC,37,15,37015,Bertie County North Carolina
1933,Chesapeake-Potomac,159,LF1,AL061933,AL061933,40,60,80,8,23,1000,12.5,-22.9,35.8,-75.6,80,963,NC,1,Camden County,North Carolina,NC,37,29,37029,Camden County North Carolina
1933,Chesapeake-Potomac,159,LF1,AL061933,AL061933,40,60,80,8,23,1000,12.5,-22.9,35.8,-75.6,80,963,NC,1,Carteret County,North Carolina,NC,37,31,37031,Carteret County North Carolina
1933,Chesapeake-Potomac,159,LF1,AL061933,AL061933,40,60,80,8,23,1000,12.5,-22.9,35.8,-75.6,80,963,NC,1,Chowan County,North Carolina,NC,37,41,37041,Chowan County North Carolina
1933,Chesapeake-Potomac,159,LF1,AL061933,AL061933,40,60,80,8,23,1000,12.5,-22.9,35.8,-75.6,80,963,NC,1,Currituck County,North Carolina,NC,37,53,37053,Currituck County North Carolina
1933,Chesapeake-Potomac,159,LF1,AL061933,AL061933,40,60,80,8,23,1000,12.5,-22.9,35.8,-75.6,80,963,NC,1,Dare County,North Carolina,NC,37,55,37055,Dare County North Carolina
1933,Chesapeake-Potomac,159,LF1,AL061933,AL061933,40,60,80,8,23,1000,12.5,-22.9,35.8,-75.6,80,963,NC,1,Hyde County,North Carolina,NC,37,95,37095,Hyde County North Carolina
1933,Chesapeake-Potomac,159,LF1,AL061933,AL061933,40,60,80,8,23,1000,12.5,-22.9,35.8,-75.6,80,963,NC,1,Pamlico County,North Carolina,NC,37,137,37137,Pamlico County North Carolina
1933,Chesapeake-Potomac,159,LF1,AL061933,AL061933,40,60,80,8,23,1000,12.5,-22.9,35.8,-75.6,80,963,NC,1,Pasquotank County,North Carolina,NC,37,139,37139,Pasquotank County North Carolina
1933,Chesapeake-Potomac,159,LF1,AL061933,AL061933,40,60,80,8,23,1000,12.5,-22.9,35.8,-75.6,80,963,NC,1,Perquimans County,North Carolina,NC,37,143,37143,Perquimans County North Carolina
1933,Chesapeake-Potomac,159,LF1,AL061933,AL061933,40,60,80,8,23,1000,12.5,-22.9,35.8,-75.6,80,963,NC,1,Tyrrell County,North Carolina,NC,37,177,37177,Tyrrell County North Carolina
1933,Chesapeake-Potomac,159,LF1,AL061933,AL061933,40,60,80,8,23,1000,12.5,-22.9,35.8,-75.6,80,963,NC,1,Washington County,North Carolina,NC,37,187,37187,Washington County North Carolina
1933,Chesapeake-Potomac,159,LF1,AL061933,AL061933,40,60,80,8,23,1000,12.5,-22.9,35.8,-75.6,80,963,NC,1,Suffolk city,Virginia,VA,51,800,51800,Suffolk city Virginia
1933,Chesapeake-Potomac,159,LF1,AL061933,AL061933,40,60,80,8,23,1000,12.5,-22.9,35.8,-75.6,80,963,NC,1,Virginia Beach city,Virginia,VA,51,810,51810,Virginia Beach city Virginia
1935,Yankee,167,LF1,AL071935,AL071935,10,15,20,11,4,1800,32.3,-60.9,25.9,-80.1,85,973,FL,2,Broward County,Florida,FL,12,11,12011,Broward County Florida
1935,Yankee,167,LF1,AL071935,AL071935,10,15,20,11,4,1800,32.3,-60.9,25.9,-80.1,85,973,FL,2,Miami-Dade County,Florida,FL,12,86,12086,Miami-Dade County Florida
1938,Great New England,171,LF1,AL061938,AL061938,40,60,80,9,21,2000,13.4,-23,40.7,-72.9,105,941,NY,3,Fairfield County,Connecticut,CT,9,1,9001,Fairfield County Connecticut
1938,Great New England,171,LF1,AL061938,AL061938,40,60,80,9,21,2000,13.4,-23,40.7,-72.9,105,941,NY,3,Middlesex County,Connecticut,CT,9,7,9007,Middlesex County Connecticut
1938,Great New England,171,LF1,AL061938,AL061938,40,60,80,9,21,2000,13.4,-23,40.7,-72.9,105,941,NY,3,New Haven County,Connecticut,CT,9,9,9009,New Haven County Connecticut
1938,Great New England,171,LF1,AL061938,AL061938,40,60,80,9,21,2000,13.4,-23,40.7,-72.9,105,941,NY,3,New London County,Connecticut,CT,9,11,9011,New London County Connecticut
1938,Great New England,171,LF1,AL061938,AL061938,40,60,80,9,21,2000,13.4,-23,40.7,-72.9,105,941,NY,3,Essex County,New Jersey,NJ,34,13,34013,Essex County New Jersey
1938,Great New England,171,LF1,AL061938,AL061938,40,60,80,9,21,2000,13.4,-23,40.7,-72.9,105,941,NY,3,Hudson County,New Jersey,NJ,34,17,34017,Hudson County New Jersey
1938,Great New England,171,LF1,AL061938,AL061938,40,60,80,9,21,2000,13.4,-23,40.7,-72.9,105,941,NY,3,Middlesex County,New Jersey,NJ,34,23,34023,Middlesex County New Jersey
1938,Great New England,171,LF1,AL061938,AL061938,40,60,80,9,21,2000,13.4,-23,40.7,-72.9,105,941,NY,3,Monmouth County,New Jersey,NJ,34,25,34025,Monmouth County New Jersey
1938,Great New England,171,LF1,AL061938,AL061938,40,60,80,9,21,2000,13.4,-23,40.7,-72.9,105,941,NY,3,Union County,New Jersey,NJ,34,39,34039,Union County New Jersey
1938,Great New England,171,LF1,AL061938,AL061938,40,60,80,9,21,2000,13.4,-23,40.7,-72.9,105,941,NY,3,Bronx County,New York,NY,36,5,36005,Bronx County New York
1938,Great New England,171,LF1,AL061938,AL061938,40,60,80,9,21,2000,13.4,-23,40.7,-72.9,105,941,NY,3,Kings County,New York,NY,36,47,36047,Kings County New York
1938,Great New England,171,LF1,AL061938,AL061938,40,60,80,9,21,2000,13.4,-23,40.7,-72.9,105,941,NY,3,Nassau County,New York,NY,36,59,36059,Nassau County New York
1938,Great New England,171,LF1,AL061938,AL061938,40,60,80,9,21,2000,13.4,-23,40.7,-72.9,105,941,NY,3,New York County,New York,NY,36,61,36061,New York County New York
1938,Great New England,171,LF1,AL061938,AL061938,40,60,80,9,21,2000,13.4,-23,40.7,-72.9,105,941,NY,3,Queens County,New York,NY,36,81,36081,Queens County New York
1938,Great New England,171,LF1,AL061938,AL061938,40,60,80,9,21,2000,13.4,-23,40.7,-72.9,105,941,NY,3,Richmond County,New York,NY,36,85,36085,Richmond County New York
1938,Great New England,171,LF1,AL061938,AL061938,40,60,80,9,21,2000,13.4,-23,40.7,-72.9,105,941,NY,3,Suffolk County,New York,NY,36,103,36103,Suffolk County New York
1938,Great New England,171,LF1,AL061938,AL061938,40,60,80,9,21,2000,13.4,-23,40.7,-72.9,105,941,NY,3,Westchester County,New York,NY,36,119,36119,Westchester County New York
1938,Great New England,171,LF1,AL061938,AL061938,40,60,80,9,21,2000,13.4,-23,40.7,-72.9,105,941,NY,3,Washington County,Rhode Island,RI,44,9,44009,Washington County Rhode Island
1944,Cuba-Florida_1,184,LF1,AL131944_1,AL131944,30,45,60,10,18,2100,16.4,-80.6,24.6,-82.9,105,949,FL,3,Monroe County,Florida,FL,12,87,12087,Monroe County Florida
1944,Cuba-Florida_2,0,LF1,AL131944_2,AL131944,35,52.5,70,10,19,700,16.4,-80.6,27.2,-82.5,90,962,FL,2,Charlotte County,Florida,FL,12,15,12015,Charlotte County Florida
1944,Cuba-Florida_2,0,LF1,AL131944_2,AL131944,35,52.5,70,10,19,700,16.4,-80.6,27.2,-82.5,90,962,FL,2,Hillsborough County,Florida,FL,12,57,12057,Hillsborough County Florida
1944,Cuba-Florida_2,0,LF1,AL131944_2,AL131944,35,52.5,70,10,19,700,16.4,-80.6,27.2,-82.5,90,962,FL,2,Lee County,Florida,FL,12,71,12071,Lee County Florida
1944,Cuba-Florida_2,0,LF1,AL131944_2,AL131944,35,52.5,70,10,19,700,16.4,-80.6,27.2,-82.5,90,962,FL,2,Manatee County,Florida,FL,12,81,12081,Manatee County Florida
1944,Cuba-Florida_2,0,LF1,AL131944_2,AL131944,35,52.5,70,10,19,700,16.4,-80.6,27.2,-82.5,90,962,FL,2,Pasco County,Florida,FL,12,101,12101,Pasco County Florida
1944,Cuba-Florida_2,0,LF1,AL131944_2,AL131944,35,52.5,70,10,19,700,16.4,-80.6,27.2,-82.5,90,962,FL,2,Pinellas County,Florida,FL,12,103,12103,Pinellas County Florida
1944,Cuba-Florida_2,0,LF1,AL131944_2,AL131944,35,52.5,70,10,19,700,16.4,-80.6,27.2,-82.5,90,962,FL,2,Sarasota County,Florida,FL,12,115,12115,Sarasota County Florida
1944,Great Atlantic_1,183,LF1,AL071944_1,AL071944,30,45,60,9,15,200,20.8,-58.5,40.9,-72.2,90,954,NY,2,Fairfield County,Connecticut,CT,9,1,9001,Fairfield County Connecticut
1944,Great Atlantic_1,183,LF1,AL071944_1,AL071944,30,45,60,9,15,200,20.8,-58.5,40.9,-72.2,90,954,NY,2,Middlesex County,Connecticut,CT,9,7,9007,Middlesex County Connecticut
1944,Great Atlantic_1,183,LF1,AL071944_1,AL071944,30,45,60,9,15,200,20.8,-58.5,40.9,-72.2,90,954,NY,2,New Haven County,Connecticut,CT,9,9,9009,New Haven County Connecticut
1944,Great Atlantic_1,183,LF1,AL071944_1,AL071944,30,45,60,9,15,200,20.8,-58.5,40.9,-72.2,90,954,NY,2,New London County,Connecticut,CT,9,11,9011,New London County Connecticut
1944,Great Atlantic_1,183,LF1,AL071944_1,AL071944,30,45,60,9,15,200,20.8,-58.5,40.9,-72.2,90,954,NY,2,Suffolk County,New York,NY,36,103,36103,Suffolk County New York
1944,Great Atlantic_2,0,LF1,AL071944_2,AL071944,30,45,60,9,15,400,20.8,-58.5,41.4,-71.6,85,957,RI,2,Barnstable County,Massachusetts,MA,25,1,25001,Barnstable County Massachusetts
1944,Great Atlantic_2,0,LF1,AL071944_2,AL071944,30,45,60,9,15,400,20.8,-58.5,41.4,-71.6,85,957,RI,2,Bristol County,Massachusetts,MA,25,5,25005,Bristol County Massachusetts
1944,Great Atlantic_2,0,LF1,AL071944_2,AL071944,30,45,60,9,15,400,20.8,-58.5,41.4,-71.6,85,957,RI,2,Dukes County,Massachusetts,MA,25,7,25007,Dukes County Massachusetts
1944,Great Atlantic_2,0,LF1,AL071944_2,AL071944,30,45,60,9,15,400,20.8,-58.5,41.4,-71.6,85,957,RI,2,Norfolk County,Massachusetts,MA,25,21,25021,Norfolk County Massachusetts
1944,Great Atlantic_2,0,LF1,AL071944_2,AL071944,30,45,60,9,15,400,20.8,-58.5,41.4,-71.6,85,957,RI,2,Plymouth County,Massachusetts,MA,25,23,25023,Plymouth County Massachusetts
1944,Great Atlantic_2,0,LF1,AL071944_2,AL071944,30,45,60,9,15,400,20.8,-58.5,41.4,-71.6,85,957,RI,2,Bristol County,Rhode Island,RI,44,1,44001,Bristol County Rhode Island
1944,Great Atlantic_2,0,LF1,AL071944_2,AL071944,30,45,60,9,15,400,20.8,-58.5,41.4,-71.6,85,957,RI,2,Kent County,Rhode Island,RI,44,3,44003,Kent County Rhode Island
1944,Great Atlantic_2,0,LF1,AL071944_2,AL071944,30,45,60,9,15,400,20.8,-58.5,41.4,-71.6,85,957,RI,2,Newport County,Rhode Island,RI,44,5,44005,Newport County Rhode Island
1944,Great Atlantic_2,0,LF1,AL071944_2,AL071944,30,45,60,9,15,400,20.8,-58.5,41.4,-71.6,85,957,RI,2,Providence County,Rhode Island,RI,44,7,44007,Providence County Rhode Island
1944,Great Atlantic_2,0,LF1,AL071944_2,AL071944,30,45,60,9,15,400,20.8,-58.5,41.4,-71.6,85,957,RI,2,Washington County,Rhode Island,RI,44,9,44009,Washington County Rhode Island
1945,Homestead,188,LF1,AL091945,AL091945,10,15,20,9,15,1930,19,-58.5,25.3,-80.3,115,949,FL,4,Miami-Dade County,Florida,FL,12,86,12086,Miami-Dade County Florida
1945,Homestead,188,LF1,AL091945,AL091945,10,15,20,9,15,1930,19,-58.5,25.3,-80.3,115,949,FL,4,Monroe County,Florida,FL,12,87,12087,Monroe County Florida
1947,Fort Lauderdale_1,191,LF1,AL041947_1,AL041947,15,22.5,30,9,16,1630,14.1,-24,26.1,-80.1,115,943,FL,4,Broward County,Florida,FL,12,11,12011,Broward County Florida
1947,Fort Lauderdale_1,191,LF1,AL041947_1,AL041947,15,22.5,30,9,16,1630,14.1,-24,26.1,-80.1,115,943,FL,4,Miami-Dade County,Florida,FL,12,86,12086,Miami-Dade County Florida
1947,Fort Lauderdale_1,191,LF1,AL041947_1,AL041947,15,22.5,30,9,16,1630,14.1,-24,26.1,-80.1,115,943,FL,4,Palm Beach County,Florida,FL,12,99,12099,Palm Beach County Florida
1947,Fort Lauderdale_2,192,LF2,AL041947_2,AL041947,25,37.5,50,9,19,1400,14.1,-24,29.6,-89.5,95,966,LA,2,Jefferson Parish,Louisiana,LA,22,51,22051,Jefferson Parish Louisiana
1947,Fort Lauderdale_2,192,LF2,AL041947_2,AL041947,25,37.5,50,9,19,1400,14.1,-24,29.6,-89.5,95,966,LA,2,Lafourche Parish,Louisiana,LA,22,57,22057,Lafourche Parish Louisiana
1947,Fort Lauderdale_2,192,LF2,AL041947_2,AL041947,25,37.5,50,9,19,1400,14.1,-24,29.6,-89.5,95,966,LA,2,Orleans Parish,Louisiana,LA,22,71,22071,Orleans Parish Louisiana
1947,Fort Lauderdale_2,192,LF2,AL041947_2,AL041947,25,37.5,50,9,19,1400,14.1,-24,29.6,-89.5,95,966,LA,2,Plaquemines Parish,Louisiana,LA,22,75,22075,Plaquemines Parish Louisiana
1947,Fort Lauderdale_2,192,LF2,AL041947_2,AL041947,25,37.5,50,9,19,1400,14.1,-24,29.6,-89.5,95,966,LA,2,St. Bernard Parish,Louisiana,LA,22,87,22087,St Bernard Parish Louisiana
1947,Fort Lauderdale_2,192,LF2,AL041947_2,AL041947,25,37.5,50,9,19,1400,14.1,-24,29.6,-89.5,95,966,LA,2,St. Tammany Parish,Louisiana,LA,22,103,22103,St Tammany Parish Louisiana
1947,Fort Lauderdale_2,192,LF2,AL041947_2,AL041947,25,37.5,50,9,19,1400,14.1,-24,29.6,-89.5,95,966,LA,2,Hancock County,Mississippi,MS,28,45,28045,Hancock County Mississippi
1947,Fort Lauderdale_2,192,LF2,AL041947_2,AL041947,25,37.5,50,9,19,1400,14.1,-24,29.6,-89.5,95,966,LA,2,Harrison County,Mississippi,MS,28,47,28047,Harrison County Mississippi
1949,Florida,198,LF1,AL021949,AL021949,20,30,40,8,26,2300,18,-60,26.6,-80,115,954,FL,4,Broward County,Florida,FL,12,11,12011,Broward County Florida
1949,Florida,198,LF1,AL021949,AL021949,20,30,40,8,26,2300,18,-60,26.6,-80,115,954,FL,4,Martin County,Florida,FL,12,85,12085,Martin County Florida
1949,Florida,198,LF1,AL021949,AL021949,20,30,40,8,26,2300,18,-60,26.6,-80,115,954,FL,4,Palm Beach County,Florida,FL,12,99,12099,Palm Beach County Florida
1954,Carol_1,207,LF1,AL061954_1,AL061954,20,30,40,8,31,1400,26.1,-76,40.9,-72.2,100,955,NY,3,Suffolk County,New York,NY,36,103,36103,Suffolk County New York
1954,Carol_2,0,LF1,AL061954_2,AL061954,20,30,40,8,31,1500,26.1,-76,41.3,-72,100,957,CT,3,Middlesex County,Connecticut,CT,9,7,9007,Middlesex County Connecticut
1954,Carol_2,0,LF1,AL061954_2,AL061954,20,30,40,8,31,1500,26.1,-76,41.3,-72,100,957,CT,3,New Haven County,Connecticut,CT,9,9,9009,New Haven County Connecticut
1954,Carol_2,0,LF1,AL061954_2,AL061954,20,30,40,8,31,1500,26.1,-76,41.3,-72,100,957,CT,3,New London County,Connecticut,CT,9,11,9011,New London County Connecticut
1954,Carol_2,0,LF1,AL061954_2,AL061954,20,30,40,8,31,1500,26.1,-76,41.3,-72,100,957,CT,3,Kent County,Rhode Island,RI,44,3,44003,Kent County Rhode Island
1954,Carol_2,0,LF1,AL061954_2,AL061954,20,30,40,8,31,1500,26.1,-76,41.3,-72,100,957,CT,3,Newport County,Rhode Island,RI,44,5,44005,Newport County Rhode Island
1954,Carol_2,0,LF1,AL061954_2,AL061954,20,30,40,8,31,1500,26.1,-76,41.3,-72,100,957,CT,3,Providence County,Rhode Island,RI,44,7,44007,Providence County Rhode Island
1954,Carol_2,0,LF1,AL061954_2,AL061954,20,30,40,8,31,1500,26.1,-76,41.3,-72,100,957,CT,3,Washington County,Rhode Island,RI,44,9,44009,Washington County Rhode Island
1954,Hazel,209,LF1,AL141954,AL141954,20,30,40,10,15,1530,12,-58.5,33.9,-78.6,115,938,SC,4,Brunswick County,North Carolina,NC,37,19,37019,Brunswick County North Carolina
1954,Hazel,209,LF1,AL141954,AL141954,20,30,40,10,15,1530,12,-58.5,33.9,-78.6,115,938,SC,4,New Hanover County,North Carolina,NC,37,129,37129,New Hanover County North Carolina
1954,Hazel,209,LF1,AL141954,AL141954,20,30,40,10,15,1530,12,-58.5,33.9,-78.6,115,938,SC,4,Georgetown County,South Carolina,SC,45,43,45043,Georgetown County South Carolina
1954,Hazel,209,LF1,AL141954,AL141954,20,30,40,10,15,1530,12,-58.5,33.9,-78.6,115,938,SC,4,Horry County,South Carolina,SC,45,51,45051,Horry County South Carolina
1960,Donna_1,218,LF1,AL051960_1,AL051960,20,30,40,9,10,700,11.1,-33.1,24.8,-80.9,125,930,FL,4,Collier County,Florida,FL,12,21,12021,Collier County Florida
1960,Donna_1,218,LF1,AL051960_1,AL051960,20,30,40,9,10,700,11.1,-33.1,24.8,-80.9,125,930,FL,4,Miami-Dade County,Florida,FL,12,86,12086,Miami-Dade County Florida
1960,Donna_1,218,LF1,AL051960_1,AL051960,20,30,40,9,10,700,11.1,-33.1,24.8,-80.9,125,930,FL,4,Monroe County,Florida,FL,12,87,12087,Monroe County Florida
1960,Donna_2,0,LF1,AL051960_2,AL051960,20,30,40,9,10,1600,11.1,-33.1,25.9,-81.6,105,942,FL,3,Lee County,Florida,FL,12,71,12071,Lee County Florida
1960,Donna_3,219,LF2,AL051960_3,AL051960,50,75,100,9,12,400,11.1,-33.1,34.6,-77.3,90,958,NC,2,Beaufort County,North Carolina,NC,37,13,37013,Beaufort County North Carolina
1960,Donna_3,219,LF2,AL051960_3,AL051960,50,75,100,9,12,400,11.1,-33.1,34.6,-77.3,90,958,NC,2,Bertie County,North Carolina,NC,37,15,37015,Bertie County North Carolina
1960,Donna_3,219,LF2,AL051960_3,AL051960,50,75,100,9,12,400,11.1,-33.1,34.6,-77.3,90,958,NC,2,Brunswick County,North Carolina,NC,37,19,37019,Brunswick County North Carolina
1960,Donna_3,219,LF2,AL051960_3,AL051960,50,75,100,9,12,400,11.1,-33.1,34.6,-77.3,90,958,NC,2,Carteret County,North Carolina,NC,37,31,37031,Carteret County North Carolina
1960,Donna_3,219,LF2,AL051960_3,AL051960,50,75,100,9,12,400,11.1,-33.1,34.6,-77.3,90,958,NC,2,Craven County,North Carolina,NC,37,49,37049,Craven County North Carolina
1960,Donna_3,219,LF2,AL051960_3,AL051960,50,75,100,9,12,400,11.1,-33.1,34.6,-77.3,90,958,NC,2,Hyde County,North Carolina,NC,37,95,37095,Hyde County North Carolina
1960,Donna_3,219,LF2,AL051960_3,AL051960,50,75,100,9,12,400,11.1,-33.1,34.6,-77.3,90,958,NC,2,New Hanover County,North Carolina,NC,37,129,37129,New Hanover County North Carolina
1960,Donna_3,219,LF2,AL051960_3,AL051960,50,75,100,9,12,400,11.1,-33.1,34.6,-77.3,90,958,NC,2,Onslow County,North Carolina,NC,37,133,37133,Onslow County North Carolina
1960,Donna_3,219,LF2,AL051960_3,AL051960,50,75,100,9,12,400,11.1,-33.1,34.6,-77.3,90,958,NC,2,Pamlico County,North Carolina,NC,37,137,37137,Pamlico County North Carolina
1960,Donna_3,219,LF2,AL051960_3,AL051960,50,75,100,9,12,400,11.1,-33.1,34.6,-77.3,90,958,NC,2,Pender County,North Carolina,NC,37,141,37141,Pender County North Carolina
1960,Donna_3,219,LF2,AL051960_3,AL051960,50,75,100,9,12,400,11.1,-33.1,34.6,-77.3,90,958,NC,2,Tyrrell County,North Carolina,NC,37,177,37177,Tyrrell County North Carolina
1960,Donna_3,219,LF2,AL051960_3,AL051960,50,75,100,9,12,400,11.1,-33.1,34.6,-77.3,90,958,NC,2,Washington County,North Carolina,NC,37,187,37187,Washington County North Carolina
1960,Donna_3,219,LF2,AL051960_3,AL051960,50,75,100,9,12,400,11.1,-33.1,34.6,-77.3,90,958,NC,2,Horry County,South Carolina,SC,45,51,45051,Horry County South Carolina
1960,Donna_4,220,LF3,AL051960_4,AL051960,50,75,100,9,12,1900,11.1,-33.1,40.7,-72.9,85,959,NY,2,Fairfield County,Connecticut,CT,9,1,9001,Fairfield County Connecticut
1960,Donna_4,220,LF3,AL051960_4,AL051960,50,75,100,9,12,1900,11.1,-33.1,40.7,-72.9,85,959,NY,2,Middlesex County,Connecticut,CT,9,7,9007,Middlesex County Connecticut
1960,Donna_4,220,LF3,AL051960_4,AL051960,50,75,100,9,12,1900,11.1,-33.1,40.7,-72.9,85,959,NY,2,New Haven County,Connecticut,CT,9,9,9009,New Haven County Connecticut
1960,Donna_4,220,LF3,AL051960_4,AL051960,50,75,100,9,12,1900,11.1,-33.1,40.7,-72.9,85,959,NY,2,New London County,Connecticut,CT,9,11,9011,New London County Connecticut
